"id","date","text","url","location","label"
1476701687070998535,"2021-12-30 23:48:12+00:00","#ATENCIÓN ⚠️  Dos presuntos delincuentes fueron capturados la tarde del jueves por la @PoliciaEcuador en Samborondón luego de que habrían cometido un robo...... https://t.co/foTyBdJgsW","https://twitter.com/noticiasru593/status/1476701687070998535","['Samborondón']","robo"
1476682498826452992,"2021-12-30 22:31:57+00:00","Y si los hackean @PoliciaEcuador y me terminan robando a mi?","https://twitter.com/lujacome/status/1476682498826452992","[]","robo"
1476675906903191552,"2021-12-30 22:05:46+00:00","@EPattoA @PoliciaEcuador Les encanta quedar así, ademas les han robado. Trataron de darles dignidad y se revelaron.","https://twitter.com/Rengel_A_G/status/1476675906903191552","[]","robo"
1476672423076499456,"2021-12-30 21:51:55+00:00","🙌📢 CONSULTA CONECTADOS | El asalto del año fue al Prefecto de Morona Santiago, Rafael Antuni, ocurrido el pasado mes de abril.  @FiscaliaEcuador  @DianaSalazarM2  @PoliciaEcuador  @Rafael_Antuni  @PrefecturaMS  @gobermorona_s  https://t.co/IcO1R9qF4E https://t.co/vEKtoMlfe9","https://twitter.com/conectados_ec/status/1476672423076499456","['Santiago']","robo"
1476669177104588806,"2021-12-30 21:39:01+00:00","@EPattoA @PoliciaEcuador 14 años robando Que querías un estado exitoso. https://t.co/88Hx25HM6y","https://twitter.com/cesar197449/status/1476669177104588806","[]","robo"
1476644709405806599,"2021-12-30 20:01:48+00:00","Los vergas estos, mientras tanto los delincuentes matando y robando @PoliciaEcuador ya n dan coraje causan lastima... @LassoGuillermo","https://twitter.com/Lbsc45134732/status/1476644709405806599","['Guayaquil']","robo"
1476581368733782022,"2021-12-30 15:50:06+00:00","@eluniversocom Si hasta la misma @PoliciaEcuador te pueden entrar a robo, es mejor decirle a Firulais que lo cuide.  #narcogenerales  #LosCorruptosSiempreFueronEllos","https://twitter.com/Benjamin_Philc/status/1476581368733782022","[]","robo"
1476573233004658695,"2021-12-30 15:17:46+00:00","@PoliciaEcuador El 23 de diciembre (hace 1 semana más o menos) me robaron, cerca de la unidad de policías del Parque Inglés, sector San Pedro Claver. No había ni un solo policía. En plena luz del día #Quito #Ecuador #Diciembre2021","https://twitter.com/alejdrnk/status/1476573233004658695","['San Pedro', 'Quito']","robo"
1476569128626442241,"2021-12-30 15:01:28+00:00","@PoliciaEcuador Me robaron el 23 de diciembre en el Sector San Pedro Claver, cerca del Parque Inglés. 2 hombres en una moto me atacaron. #UIO #DiciembreSeguro","https://twitter.com/alejdrnk/status/1476569128626442241","[]","robo"
1476522805093183491,"2021-12-30 11:57:23+00:00","@tonykimba @luisantonio_r @LassoGuillermo @AsambleaEcuador @PoliciaEcuador @CJudicaturaEc @FiscaliaEcuador La plena comparten el robo los llamados señores fiscalas ,jueses y los abogados que lo defienden","https://twitter.com/RuthMar1704/status/1476522805093183491","[]","robo"
1476511893464485897,"2021-12-30 11:14:02+00:00","@PoliciaEcuador Q baina y la moto x q no la cogen pues si también es parte del robo","https://twitter.com/NestorPacalla/status/1476511893464485897","[]","robo"
1476464402668924931,"2021-12-30 08:05:19+00:00","@chelitomena @AMT_Quito @santiguarderas Me robaron unos motorizados cerca del parque inglés, por la av/calle Simón Cárdenas y Joaquín Soto. Este 23 de diciembre. Dónde se denuncia? Con @PoliciaEcuador del parque inglés?","https://twitter.com/alejdrnk/status/1476464402668924931","['Quito']","robo"
1476458255299842050,"2021-12-30 07:40:53+00:00","@PoliciaEcuador No es de utilidad, hace unos días en el sector donde vivo, se suscitó un robo y jamás respondieron los señores policías del chat comunitario. 👎🏼","https://twitter.com/SrtaHerrera_03/status/1476458255299842050","[]","robo"
1476432341962838018,"2021-12-30 05:57:55+00:00","@luisantonio_r @LassoGuillermo @AsambleaEcuador @PoliciaEcuador @CJudicaturaEc @FiscaliaEcuador El mensaje a los ladrones es: Puedes seguir matando y robando yo te cubro, te apoyo, te ayudo. El mensaje a la gente que se defiende es: Déjate robar o sino te jodo yo.","https://twitter.com/tonykimba/status/1476432341962838018","[]","robo"
1476408111283986441,"2021-12-30 04:21:38+00:00","Ojos de Águila @cscgye capta actividad de @PoliciaEcuador por denuncia de robo en García Moreno y Luque. Trabajamos #PorTuSeguridad https://t.co/OoMPt1qFrH","https://twitter.com/segura_ep/status/1476408111283986441","[]","robo"
1476406137289420803,"2021-12-30 04:13:48+00:00","Ahora la @PoliciaEcuador dice que no es ataque cibernético, ni hackeo; se trata de la ""suplantación de identidad"" del usuario que tiene acceso a ésa página, además ocultaron el IP para no ser rastreados.  Si les robaron 900 millones en 10 años y no saben por dónde ¡piorrresto!","https://twitter.com/hortenmari/status/1476406137289420803","[]","robo"
1476397277388361731,"2021-12-30 03:38:35+00:00","Ojos de Águila @cscgye capta actividad de @PoliciaEcuador por denuncia de robo en Colinas de la Alborada Av. 11B y CSN. Trabajamos #PorTuSeguridad https://t.co/0PS490x99D","https://twitter.com/segura_ep/status/1476397277388361731","[]","robo"
1476394317602336769,"2021-12-30 03:26:50+00:00","@PoliciaEcuador Insólito y nada creíble lo mismo paso cuando se les robaron toda la plata del ISSFA","https://twitter.com/bettopazmi/status/1476394317602336769","[]","robo"
1476385563330686976,"2021-12-30 02:52:02+00:00","Ojos de Águila @cscgye capta actividad de @PoliciaEcuador por denuncia de robo en Urdesa - Cedros y Todos los Santos. Trabajamos #PorTuSeguridad https://t.co/WswbF19bnA","https://twitter.com/segura_ep/status/1476385563330686976","['Santos']","robo"
1476350634580447233,"2021-12-30 00:33:15+00:00","@PoliciaEcuador @ecuavisa @EcuavisaInforma @Gamanoticiasec @tctelevision @RTSEcuador @CanalRTU @elcomerciocom @eluniversocom @24HorasGYE @radio_vigia Osea le robaron la clave al usuario del sistema y además las credenciales de acceso a la VPN. Hackeo?","https://twitter.com/x6_tence/status/1476350634580447233","[]","robo"
1476347662463029257,"2021-12-30 00:21:26+00:00","@DiegoArcos14 @PoliciaEcuador Razón que les robaron los fondos del ISSFA… ni eso pudieron evitar. https://t.co/jlwDbNUo9n","https://twitter.com/estalinvr/status/1476347662463029257","[]","robo"
1476338073575342081,"2021-12-29 23:43:20+00:00","En esta nueva entrega de nuestro podcast ‘#ElClic’, 🎧 contamos la historia del cabo segundo de la @PoliciaEcuador, Santiago Olmedo, quien se sentará en el banquillo de los acusados por impedir un asalto.   Escúchalo AQUÍ ⬇️   https://t.co/hymbZvh2v1","https://twitter.com/lahoraecuador/status/1476338073575342081","[]","robo"
1476290390265376770,"2021-12-29 20:33:51+00:00","LA @PoliciaEcuador DEL UPC: *DONDE FUE EL ROBO?  -EN LA JTM *AH ESE SECTOR NO NOS CORRESPONDE *QUÉ MARCA ERA SU CEL? -IPHONE *SÍ LO PUEDE RASTREAR Y EL SUYO? -SAMSUNG *DELO POR PERDIDO  APLAUSOS https://t.co/ZFGjMrgSEZ","https://twitter.com/RugeSportec/status/1476290390265376770","[]","robo"
1476273077411528709,"2021-12-29 19:25:04+00:00","Y lo peor de todo es que este tipo de robos es común , 5 personas pasaron y me decían que les robaron igual. Hay un UPC cerca … si ya saben que esa cancha de softball es oscura y que roban ahí porque no hacen algo ? @alcaldiagye @cscgye @PoliciaEcuador @parosemena @eluniversocom","https://twitter.com/mariajo_jimenez/status/1476273077411528709","[]","robo"
1476269449686700034,"2021-12-29 19:10:39+00:00","@SonniaValverde @PoliciaEcuador No porque no ""robó"" fue un intento 👌😔😔","https://twitter.com/Kyle67358268/status/1476269449686700034","[]","robo"
1476267105293111300,"2021-12-29 19:01:20+00:00","@PoliciaEcuador Lindo año para esticos: Narco generales, disque hackeo, Varela denunciada, regreso del General depuesto, avioneta “desaparece” de Galápagos, robo de narco dinero, en PJ de Sto Domingo… y obvio la delincuencia nos lleva en peso 💀","https://twitter.com/GrijalvaDesign/status/1476267105293111300","[]","robo"
1476265998789619714,"2021-12-29 18:56:56+00:00","@PoliciaEcuador Sabio aquel dicho en la calle ""jamás aceptes la amistad de una puta ni de un policía"" Servir y proteger 🤣🤣🤣 Una de las instituciones más podridas que existen. Que miedo cuando asoma la policía, es el momento más inseguro para uno, si no te robaron los choros te roban los pacos https://t.co/xWlJroVjeK","https://twitter.com/Maurynfly/status/1476265998789619714","[]","robo"
1476261846625800203,"2021-12-29 18:40:26+00:00","Ojos de Águila @cscgye capta actividad de @PoliciaEcuador por denuncia de robo a domicilio en Av. 9 de octubre y Boyaca. Trabajamos #PorTuSeguridad https://t.co/kefg8KaR2v","https://twitter.com/segura_ep/status/1476261846625800203","[]","robo"
1476244033169203209,"2021-12-29 17:29:39+00:00","El sistema Ojos de Águila de la @cscgye capta el robo de luminaria en la Av. Carlos Julio Arosemena y Las Monjas. Se coordinó con miembros de @PoliciaEcuador quienes tomaron procedimiento. Trabajamos #PorTuSeguridad https://t.co/eYzv6bLVnG","https://twitter.com/segura_ep/status/1476244033169203209","['Guayaquil']","robo"
1608926178198581248,"2022-12-30 20:41:07+00:00","@luisantonio_r @PoliciaEcuador @24HorasGYE Ese es el cuento del gallo pelón, lástima q a la policía le es indiferente, en los semáfaros ha sido el campo para el robo.","https://twitter.com/ortiz_aurelio/status/1608926178198581248","[]","robo"
1608924139448066048,"2022-12-30 20:33:01+00:00","Pilas @Municipio_Manta y @PoliciaEcuador que están robando en los buses! A mi Primo y a todos sus pasajeros les acaban de robar en la línea 2 #Manta","https://twitter.com/jassonavila24/status/1608924139448066048","['Manta', 'Manta']","robo"
1608904126422974470,"2022-12-30 19:13:30+00:00","Pilas están robando en la perimetral son 7 ! @CarlosVerareal @PoliciaEcuador @MinInteriorEc @MinGobiernoEc @LassoGuillermo @VillaFernando_ @CorruptaJustici @ECU911_ https://t.co/vo68JZplam","https://twitter.com/longoendiablado/status/1608904126422974470","[]","robo"
